full_name,category,default_branch,commits_atom,releases_atom
microsoft/workshop-tonkotsu-nodejs,training,master,https://github.com/microsoft/workshop-tonkotsu-nodejs/commits/master.atom,https://github.com/microsoft/workshop-tonkotsu-nodejs/releases.atom
microsoftgraph/graphql-demo,samples,master,https://github.com/microsoftgraph/graphql-demo/commits/master.atom,https://github.com/microsoftgraph/graphql-demo/releases.atom
MicrosoftDocs/mslearn-continuous-deploy-serverless-web-app-devops,docs,master,https://github.com/MicrosoftDocs/mslearn-continuous-deploy-serverless-web-app-devops/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-continuous-deploy-serverless-web-app-devops/releases.atom
MicrosoftDocs/mslearn-deploy-vms-from-vhd-templates,docs,master,https://github.com/MicrosoftDocs/mslearn-deploy-vms-from-vhd-templates/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-deploy-vms-from-vhd-templates/releases.atom
Azure-Samples/azure-cosmos-db-cassandra-java-rate-limit-sample,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-cassandra-java-rate-limit-sample/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-cassandra-java-rate-limit-sample/releases.atom
microsoft/azure-iot-edge-cv-model-samples,samples,master,https://github.com/microsoft/azure-iot-edge-cv-model-samples/commits/master.atom,https://github.com/microsoft/azure-iot-edge-cv-model-samples/releases.atom
microsoft/MicrosoftDefenderForEndpoint-API-PowerShell,samples,master,https://github.com/microsoft/MicrosoftDefenderForEndpoint-API-PowerShell/commits/master.atom,https://github.com/microsoft/MicrosoftDefenderForEndpoint-API-PowerShell/releases.atom
microsoft/Azure-DevOps-YAML-for-Unity,samples,master,https://github.com/microsoft/Azure-DevOps-YAML-for-Unity/commits/master.atom,https://github.com/microsoft/Azure-DevOps-YAML-for-Unity/releases.atom
Azure-Samples/cognitive-services-vision-csharp-sdk-quickstarts,samples,master,https://github.com/Azure-Samples/cognitive-services-vision-csharp-sdk-quickstarts/commits/master.atom,https://github.com/Azure-Samples/cognitive-services-vision-csharp-sdk-quickstarts/releases.atom
Azure-Samples/active-directory-dotnet-daemon-certificate-credential,samples,archive,https://github.com/Azure-Samples/active-directory-dotnet-daemon-certificate-credential/commits/archive.atom,https://github.com/Azure-Samples/active-directory-dotnet-daemon-certificate-credential/releases.atom
microsoft/GHC18-IntroToQuantumComputing,training,master,https://github.com/microsoft/GHC18-IntroToQuantumComputing/commits/master.atom,https://github.com/microsoft/GHC18-IntroToQuantumComputing/releases.atom
Azure-Samples/active-directory-dotnet-native-multitarget,samples,archive,https://github.com/Azure-Samples/active-directory-dotnet-native-multitarget/commits/archive.atom,https://github.com/Azure-Samples/active-directory-dotnet-native-multitarget/releases.atom
MicrosoftDocs/mslearn-remotely-monitor-and-control-devices-with-iot-hub,docs,master,https://github.com/MicrosoftDocs/mslearn-remotely-monitor-and-control-devices-with-iot-hub/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-remotely-monitor-and-control-devices-with-iot-hub/releases.atom
MicrosoftDocs/mslearn-hub-and-spoke-network-architecture,docs,master,https://github.com/MicrosoftDocs/mslearn-hub-and-spoke-network-architecture/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-hub-and-spoke-network-architecture/releases.atom
MicrosoftDocs/mslearn-build-node-cosmos-app-vscode,docs,master,https://github.com/MicrosoftDocs/mslearn-build-node-cosmos-app-vscode/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-build-node-cosmos-app-vscode/releases.atom
Azure-Samples/azure-cosmos-db-cassandra-change-feed,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-cassandra-change-feed/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-cassandra-change-feed/releases.atom
MicrosoftDocs/mslearn-choose-compute-provisioning,docs,master,https://github.com/MicrosoftDocs/mslearn-choose-compute-provisioning/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-choose-compute-provisioning/releases.atom
microsoft/aml-pipelines-demo,samples,master,https://github.com/microsoft/aml-pipelines-demo/commits/master.atom,https://github.com/microsoft/aml-pipelines-demo/releases.atom
Azure-Samples/search-dotnet-management-api,samples,master,https://github.com/Azure-Samples/search-dotnet-management-api/commits/master.atom,https://github.com/Azure-Samples/search-dotnet-management-api/releases.atom
Azure-Samples/mxchip-iot-devkit-remote-monitoring,samples,master,https://github.com/Azure-Samples/mxchip-iot-devkit-remote-monitoring/commits/master.atom,https://github.com/Azure-Samples/mxchip-iot-devkit-remote-monitoring/releases.atom
Azure-Samples/mxchip-iot-devkit-mqtt-client,samples,master,https://github.com/Azure-Samples/mxchip-iot-devkit-mqtt-client/commits/master.atom,https://github.com/Azure-Samples/mxchip-iot-devkit-mqtt-client/releases.atom
Azure-Samples/mxchip-iot-devkit-dps,samples,master,https://github.com/Azure-Samples/mxchip-iot-devkit-dps/commits/master.atom,https://github.com/Azure-Samples/mxchip-iot-devkit-dps/releases.atom
microsoft/msgraph-edu-sample,samples,master,https://github.com/microsoft/msgraph-edu-sample/commits/master.atom,https://github.com/microsoft/msgraph-edu-sample/releases.atom
Azure-Samples/vscode-azure-iot-edge-sample-gallery,samples,master,https://github.com/Azure-Samples/vscode-azure-iot-edge-sample-gallery/commits/master.atom,https://github.com/Azure-Samples/vscode-azure-iot-edge-sample-gallery/releases.atom
Azure-Samples/azure-functions-edge-and-cloud,samples,master,https://github.com/Azure-Samples/azure-functions-edge-and-cloud/commits/master.atom,https://github.com/Azure-Samples/azure-functions-edge-and-cloud/releases.atom
MicrosoftDocs/mslearn-improve-api-performance-with-apim-caching-policy,docs,master,https://github.com/MicrosoftDocs/mslearn-improve-api-performance-with-apim-caching-policy/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-improve-api-performance-with-apim-caching-policy/releases.atom
Azure-Samples/Mongoose_CosmosDB,samples,master,https://github.com/Azure-Samples/Mongoose_CosmosDB/commits/master.atom,https://github.com/Azure-Samples/Mongoose_CosmosDB/releases.atom
MicrosoftDocs/DevOpsLearn,docs,master,https://github.com/MicrosoftDocs/DevOpsLearn/commits/master.atom,https://github.com/MicrosoftDocs/DevOpsLearn/releases.atom
Azure-Samples/active-directory-dotnetcore-daemon-certificate-credential,samples,archive,https://github.com/Azure-Samples/active-directory-dotnetcore-daemon-certificate-credential/commits/archive.atom,https://github.com/Azure-Samples/active-directory-dotnetcore-daemon-certificate-credential/releases.atom
Azure-Samples/active-directory-dotnet-webapp-openidconnect-aspnetcore,samples,archive,https://github.com/Azure-Samples/active-directory-dotnet-webapp-openidconnect-aspnetcore/commits/archive.atom,https://github.com/Azure-Samples/active-directory-dotnet-webapp-openidconnect-aspnetcore/releases.atom
Azure-Samples/active-directory-dotnet-native-desktop,samples,archived,https://github.com/Azure-Samples/active-directory-dotnet-native-desktop/commits/archived.atom,https://github.com/Azure-Samples/active-directory-dotnet-native-desktop/releases.atom
Azure-Samples/AIP-AccessDenied-Alerts,samples,master,https://github.com/Azure-Samples/AIP-AccessDenied-Alerts/commits/master.atom,https://github.com/Azure-Samples/AIP-AccessDenied-Alerts/releases.atom
Azure/ml-functions-package-demo,samples,master,https://github.com/Azure/ml-functions-package-demo/commits/master.atom,https://github.com/Azure/ml-functions-package-demo/releases.atom
Azure/azure-data-lake-storage-gen2-psmodule,samples,master,https://github.com/Azure/azure-data-lake-storage-gen2-psmodule/commits/master.atom,https://github.com/Azure/azure-data-lake-storage-gen2-psmodule/releases.atom
Azure/ignite-day2-aks,training,master,https://github.com/Azure/ignite-day2-aks/commits/master.atom,https://github.com/Azure/ignite-day2-aks/releases.atom
Azure-Samples/cosmos-scalability-demo,samples,master,https://github.com/Azure-Samples/cosmos-scalability-demo/commits/master.atom,https://github.com/Azure-Samples/cosmos-scalability-demo/releases.atom
Azure-Samples/service-fabric-wordcount,samples,master,https://github.com/Azure-Samples/service-fabric-wordcount/commits/master.atom,https://github.com/Azure-Samples/service-fabric-wordcount/releases.atom
Azure-Samples/docker-flask-postgres,samples,master,https://github.com/Azure-Samples/docker-flask-postgres/commits/master.atom,https://github.com/Azure-Samples/docker-flask-postgres/releases.atom
Azure-Samples/CosmosDB-Flask-Mongo-Sample,samples,master,https://github.com/Azure-Samples/CosmosDB-Flask-Mongo-Sample/commits/master.atom,https://github.com/Azure-Samples/CosmosDB-Flask-Mongo-Sample/releases.atom
Azure-Samples/flask-postgresql-app,samples,master,https://github.com/Azure-Samples/flask-postgresql-app/commits/master.atom,https://github.com/Azure-Samples/flask-postgresql-app/releases.atom
Azure-Samples/data-lake-store-java-upload-tool,samples,master,https://github.com/Azure-Samples/data-lake-store-java-upload-tool/commits/master.atom,https://github.com/Azure-Samples/data-lake-store-java-upload-tool/releases.atom
Azure-Samples/media-services-javascript-azure-media-subclipper-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-subclipper-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-subclipper-plugin/releases.atom
microsoft/Asynchronous_impulse_response_measurement,samples,master,https://github.com/microsoft/Asynchronous_impulse_response_measurement/commits/master.atom,https://github.com/microsoft/Asynchronous_impulse_response_measurement/releases.atom
Azure-Samples/gaming-lamp,samples,master,https://github.com/Azure-Samples/gaming-lamp/commits/master.atom,https://github.com/Azure-Samples/gaming-lamp/releases.atom
microsoft/Commercial-Marketplace,docs,master,https://github.com/microsoft/Commercial-Marketplace/commits/master.atom,https://github.com/microsoft/Commercial-Marketplace/releases.atom
microsoft/Icebreaker,samples,master,https://github.com/microsoft/Icebreaker/commits/master.atom,https://github.com/microsoft/Icebreaker/releases.atom
microsoft/bingapi-hololens-demo,samples,master,https://github.com/microsoft/bingapi-hololens-demo/commits/master.atom,https://github.com/microsoft/bingapi-hololens-demo/releases.atom
Azure-Samples/cognitive-services-content-moderator-samples,samples,master,https://github.com/Azure-Samples/cognitive-services-content-moderator-samples/commits/master.atom,https://github.com/Azure-Samples/cognitive-services-content-moderator-samples/releases.atom
OfficeDev/skype-web-sdk-simple-sample-for-SfB-online,samples,master,https://github.com/OfficeDev/skype-web-sdk-simple-sample-for-SfB-online/commits/master.atom,https://github.com/OfficeDev/skype-web-sdk-simple-sample-for-SfB-online/releases.atom
MicrosoftDocs/ms-learn-ml-crash-course-R,docs,master,https://github.com/MicrosoftDocs/ms-learn-ml-crash-course-R/commits/master.atom,https://github.com/MicrosoftDocs/ms-learn-ml-crash-course-R/releases.atom
Azure-Samples/springboot-hello-azure,samples,master,https://github.com/Azure-Samples/springboot-hello-azure/commits/master.atom,https://github.com/Azure-Samples/springboot-hello-azure/releases.atom
Azure-Samples/aci-vsts-pr-reviewer-logicapps-servicebus,samples,master,https://github.com/Azure-Samples/aci-vsts-pr-reviewer-logicapps-servicebus/commits/master.atom,https://github.com/Azure-Samples/aci-vsts-pr-reviewer-logicapps-servicebus/releases.atom
OfficeDev/Salesforce-Addin-Workshop,training,master,https://github.com/OfficeDev/Salesforce-Addin-Workshop/commits/master.atom,https://github.com/OfficeDev/Salesforce-Addin-Workshop/releases.atom
microsoft/Build-Mobile-App-with-Chat,samples,master,https://github.com/microsoft/Build-Mobile-App-with-Chat/commits/master.atom,https://github.com/microsoft/Build-Mobile-App-with-Chat/releases.atom
Azure-Samples/iot-edge-industrial-configs,samples,master,https://github.com/Azure-Samples/iot-edge-industrial-configs/commits/master.atom,https://github.com/Azure-Samples/iot-edge-industrial-configs/releases.atom
Azure-Samples/AI-Gallery-TinyYolo,samples,master,https://github.com/Azure-Samples/AI-Gallery-TinyYolo/commits/master.atom,https://github.com/Azure-Samples/AI-Gallery-TinyYolo/releases.atom
Azure-Samples/network-python-manage-application-gateway,samples,master,https://github.com/Azure-Samples/network-python-manage-application-gateway/commits/master.atom,https://github.com/Azure-Samples/network-python-manage-application-gateway/releases.atom
Azure-Samples/azure-functions-create-ics-file-using-csharp-sample,samples,master,https://github.com/Azure-Samples/azure-functions-create-ics-file-using-csharp-sample/commits/master.atom,https://github.com/Azure-Samples/azure-functions-create-ics-file-using-csharp-sample/releases.atom
Azure-Samples/acr-helloworld,samples,master,https://github.com/Azure-Samples/acr-helloworld/commits/master.atom,https://github.com/Azure-Samples/acr-helloworld/releases.atom
Azure-Samples/AI-Gallery-InceptionV3,samples,master,https://github.com/Azure-Samples/AI-Gallery-InceptionV3/commits/master.atom,https://github.com/Azure-Samples/AI-Gallery-InceptionV3/releases.atom
Azure-Samples/functions-dotnet-migrating-console-apps,samples,master,https://github.com/Azure-Samples/functions-dotnet-migrating-console-apps/commits/master.atom,https://github.com/Azure-Samples/functions-dotnet-migrating-console-apps/releases.atom
Azure-Samples/ms-identity-android-native,samples,master,https://github.com/Azure-Samples/ms-identity-android-native/commits/master.atom,https://github.com/Azure-Samples/ms-identity-android-native/releases.atom
Azure-Samples/ai_gallery_yolo_test,samples,master,https://github.com/Azure-Samples/ai_gallery_yolo_test/commits/master.atom,https://github.com/Azure-Samples/ai_gallery_yolo_test/releases.atom
Azure-Samples/media-services-javascript-azure-media-player-title-overlay-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-title-overlay-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-title-overlay-plugin/releases.atom
Azure-Samples/media-services-javascript-Azure-Media-Player-playback-rate-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-Azure-Media-Player-playback-rate-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-Azure-Media-Player-playback-rate-plugin/releases.atom
OfficeDev/SP-AngularJS-ExpenseManager-Code-Sample,samples,master,https://github.com/OfficeDev/SP-AngularJS-ExpenseManager-Code-Sample/commits/master.atom,https://github.com/OfficeDev/SP-AngularJS-ExpenseManager-Code-Sample/releases.atom
microsoft/gated-graph-neural-network-samples,samples,master,https://github.com/microsoft/gated-graph-neural-network-samples/commits/master.atom,https://github.com/microsoft/gated-graph-neural-network-samples/releases.atom
MicrosoftDocs/mslearn-troubleshoot-azure-network-infrastructure,docs,master,https://github.com/MicrosoftDocs/mslearn-troubleshoot-azure-network-infrastructure/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-troubleshoot-azure-network-infrastructure/releases.atom
Azure-Samples/cognitive-services-onnx12-customvision-sample,samples,master,https://github.com/Azure-Samples/cognitive-services-onnx12-customvision-sample/commits/master.atom,https://github.com/Azure-Samples/cognitive-services-onnx12-customvision-sample/releases.atom
Azure-Samples/AIP-Graph-Function-For-Admins,samples,master,https://github.com/Azure-Samples/AIP-Graph-Function-For-Admins/commits/master.atom,https://github.com/Azure-Samples/AIP-Graph-Function-For-Admins/releases.atom
Azure-Samples/MyDriving,samples,master,https://github.com/Azure-Samples/MyDriving/commits/master.atom,https://github.com/Azure-Samples/MyDriving/releases.atom
microsoftgraph/30DaysMSGraph-TryItOut,samples,master,https://github.com/microsoftgraph/30DaysMSGraph-TryItOut/commits/master.atom,https://github.com/microsoftgraph/30DaysMSGraph-TryItOut/releases.atom
MicrosoftDocs/codecoverage-yaml-samples,docs,master,https://github.com/MicrosoftDocs/codecoverage-yaml-samples/commits/master.atom,https://github.com/MicrosoftDocs/codecoverage-yaml-samples/releases.atom
Azure-Samples/cognitive-services-qnamaker-java,samples,master,https://github.com/Azure-Samples/cognitive-services-qnamaker-java/commits/master.atom,https://github.com/Azure-Samples/cognitive-services-qnamaker-java/releases.atom
MicrosoftDocs/mslearn-write-internet-connected-Windows-apps,docs,master,https://github.com/MicrosoftDocs/mslearn-write-internet-connected-Windows-apps/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-write-internet-connected-Windows-apps/releases.atom
Azure-Samples/AAD-Security,samples,master,https://github.com/Azure-Samples/AAD-Security/commits/master.atom,https://github.com/Azure-Samples/AAD-Security/releases.atom
microsoft/azuread-discovery-lab-dns-utility,training,master,https://github.com/microsoft/azuread-discovery-lab-dns-utility/commits/master.atom,https://github.com/microsoft/azuread-discovery-lab-dns-utility/releases.atom
Azure-Samples/cassandra-on-azure-vms-performance-experiments,samples,master,https://github.com/Azure-Samples/cassandra-on-azure-vms-performance-experiments/commits/master.atom,https://github.com/Azure-Samples/cassandra-on-azure-vms-performance-experiments/releases.atom
Azure-Samples/go-docs-hello-world,samples,master,https://github.com/Azure-Samples/go-docs-hello-world/commits/master.atom,https://github.com/Azure-Samples/go-docs-hello-world/releases.atom
Azure-Samples/media-services-javascript-azure-media-player-hot-keys-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-hot-keys-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-hot-keys-plugin/releases.atom
Azure-Samples/media-services-javascript-azure-media-player-time-tip-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-time-tip-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-time-tip-plugin/releases.atom
Azure-Samples/billing-dotnet-core-invoice-download,samples,master,https://github.com/Azure-Samples/billing-dotnet-core-invoice-download/commits/master.atom,https://github.com/Azure-Samples/billing-dotnet-core-invoice-download/releases.atom
Azure-Samples/create-azure-subscription-dotnet-core,samples,master,https://github.com/Azure-Samples/create-azure-subscription-dotnet-core/commits/master.atom,https://github.com/Azure-Samples/create-azure-subscription-dotnet-core/releases.atom
MicrosoftDocs/mslearn-read-and-write-data-using-azure-databricks,docs,master,https://github.com/MicrosoftDocs/mslearn-read-and-write-data-using-azure-databricks/commits/master.atom,https://github.com/MicrosoftDocs/mslearn-read-and-write-data-using-azure-databricks/releases.atom
Azure-Samples/aad-java-manage-passwords,samples,master,https://github.com/Azure-Samples/aad-java-manage-passwords/commits/master.atom,https://github.com/Azure-Samples/aad-java-manage-passwords/releases.atom
Azure-Samples/cosmosdb-materialized-views,samples,master,https://github.com/Azure-Samples/cosmosdb-materialized-views/commits/master.atom,https://github.com/Azure-Samples/cosmosdb-materialized-views/releases.atom
Azure-Samples/resource-manager-ruby-resources-and-groups,samples,master,https://github.com/Azure-Samples/resource-manager-ruby-resources-and-groups/commits/master.atom,https://github.com/Azure-Samples/resource-manager-ruby-resources-and-groups/releases.atom
Azure-Samples/microsoft-academic-graph-usql-samples,samples,master,https://github.com/Azure-Samples/microsoft-academic-graph-usql-samples/commits/master.atom,https://github.com/Azure-Samples/microsoft-academic-graph-usql-samples/releases.atom
Azure-Samples/application-insights-dotnet-data-reduction,samples,master,https://github.com/Azure-Samples/application-insights-dotnet-data-reduction/commits/master.atom,https://github.com/Azure-Samples/application-insights-dotnet-data-reduction/releases.atom
Azure-Samples/active-directory-b2c-android-native-appauth,samples,master,https://github.com/Azure-Samples/active-directory-b2c-android-native-appauth/commits/master.atom,https://github.com/Azure-Samples/active-directory-b2c-android-native-appauth/releases.atom
Azure-Samples/iot-hub-SparkFun-ThingDev-client-app,samples,master,https://github.com/Azure-Samples/iot-hub-SparkFun-ThingDev-client-app/commits/master.atom,https://github.com/Azure-Samples/iot-hub-SparkFun-ThingDev-client-app/releases.atom
OfficeDev/Office-365-Connectors,docs,master,https://github.com/OfficeDev/Office-365-Connectors/commits/master.atom,https://github.com/OfficeDev/Office-365-Connectors/releases.atom
Azure/azure-sdk-for-dotnet-samples,samples,master,https://github.com/Azure/azure-sdk-for-dotnet-samples/commits/master.atom,https://github.com/Azure/azure-sdk-for-dotnet-samples/releases.atom
microsoft/python-for-beginners,samples,master,https://github.com/microsoft/python-for-beginners/commits/master.atom,https://github.com/microsoft/python-for-beginners/releases.atom
Azure-Samples/batch-dotnet-manage-batch-accounts,samples,master,https://github.com/Azure-Samples/batch-dotnet-manage-batch-accounts/commits/master.atom,https://github.com/Azure-Samples/batch-dotnet-manage-batch-accounts/releases.atom
Azure-Samples/azure-pipelines-python,samples,master,https://github.com/Azure-Samples/azure-pipelines-python/commits/master.atom,https://github.com/Azure-Samples/azure-pipelines-python/releases.atom
Azure-Samples/data-lake-store-java-upload-download-get-started,samples,master,https://github.com/Azure-Samples/data-lake-store-java-upload-download-get-started/commits/master.atom,https://github.com/Azure-Samples/data-lake-store-java-upload-download-get-started/releases.atom
Azure-Samples/media-services-javascript-azure-media-player-diagnostic-logger-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-diagnostic-logger-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-diagnostic-logger-plugin/releases.atom
Azure-Samples/media-services-javascript-azure-media-player-google-analytics-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-google-analytics-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-google-analytics-plugin/releases.atom
Azure-Samples/media-services-javascript-azure-media-player-social-share-plugin,samples,master,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-social-share-plugin/commits/master.atom,https://github.com/Azure-Samples/media-services-javascript-azure-media-player-social-share-plugin/releases.atom
Azure-Samples/monitor-dotnet-multidimensional-metrics-api,samples,master,https://github.com/Azure-Samples/monitor-dotnet-multidimensional-metrics-api/commits/master.atom,https://github.com/Azure-Samples/monitor-dotnet-multidimensional-metrics-api/releases.atom
Azure-Samples/azure-cosmos-db-mongodb-dotnet-multi-master,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-mongodb-dotnet-multi-master/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-mongodb-dotnet-multi-master/releases.atom
Azure-Samples/azure-cosmos-db-sql-dotnet-multi-master,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-sql-dotnet-multi-master/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-sql-dotnet-multi-master/releases.atom
Azure-Samples/azure-cosmos-db-table-dotnet-multi-master,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-table-dotnet-multi-master/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-table-dotnet-multi-master/releases.atom
Azure-Samples/key-vault-python-manage,samples,master,https://github.com/Azure-Samples/key-vault-python-manage/commits/master.atom,https://github.com/Azure-Samples/key-vault-python-manage/releases.atom
Azure-Samples/resource-manager-python-template-deployment,samples,master,https://github.com/Azure-Samples/resource-manager-python-template-deployment/commits/master.atom,https://github.com/Azure-Samples/resource-manager-python-template-deployment/releases.atom
Azure-Samples/aci-docs-sample-dotnet,samples,master,https://github.com/Azure-Samples/aci-docs-sample-dotnet/commits/master.atom,https://github.com/Azure-Samples/aci-docs-sample-dotnet/releases.atom
Azure-Samples/aci-extract-load-transform-sample,samples,master,https://github.com/Azure-Samples/aci-extract-load-transform-sample/commits/master.atom,https://github.com/Azure-Samples/aci-extract-load-transform-sample/releases.atom
Azure-Samples/aci-logicapps-integration,samples,master,https://github.com/Azure-Samples/aci-logicapps-integration/commits/master.atom,https://github.com/Azure-Samples/aci-logicapps-integration/releases.atom
Azure-Samples/documentdb-dotnet-core-getting-started,samples,master,https://github.com/Azure-Samples/documentdb-dotnet-core-getting-started/commits/master.atom,https://github.com/Azure-Samples/documentdb-dotnet-core-getting-started/releases.atom
Azure-Samples/azure-cosmos-db-sql-api-python-notebook,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-sql-api-python-notebook/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-sql-api-python-notebook/releases.atom
Azure-Samples/azure-cosmos-db-graph-php-getting-started,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-graph-php-getting-started/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-graph-php-getting-started/releases.atom
Azure-Samples/compute-ruby-manage-vm,samples,master,https://github.com/Azure-Samples/compute-ruby-manage-vm/commits/master.atom,https://github.com/Azure-Samples/compute-ruby-manage-vm/releases.atom
Azure-Samples/container-instances-python-manage,samples,master,https://github.com/Azure-Samples/container-instances-python-manage/commits/master.atom,https://github.com/Azure-Samples/container-instances-python-manage/releases.atom
Azure-Samples/Hybrid-Compute-Ruby-Manage-VM,samples,master,https://github.com/Azure-Samples/Hybrid-Compute-Ruby-Manage-VM/commits/master.atom,https://github.com/Azure-Samples/Hybrid-Compute-Ruby-Manage-VM/releases.atom
Azure-Samples/Hybrid-Resource-Manager-Ruby-Resources-And-Groups,samples,master,https://github.com/Azure-Samples/Hybrid-Resource-Manager-Ruby-Resources-And-Groups/commits/master.atom,https://github.com/Azure-Samples/Hybrid-Resource-Manager-Ruby-Resources-And-Groups/releases.atom
Azure-Samples/Hybrid-Resource-Manager-Ruby-Template-Deployment,samples,master,https://github.com/Azure-Samples/Hybrid-Resource-Manager-Ruby-Template-Deployment/commits/master.atom,https://github.com/Azure-Samples/Hybrid-Resource-Manager-Ruby-Template-Deployment/releases.atom
Azure-Samples/TechSummit-Switzerland-Easter-Egg,samples,master,https://github.com/Azure-Samples/TechSummit-Switzerland-Easter-Egg/commits/master.atom,https://github.com/Azure-Samples/TechSummit-Switzerland-Easter-Egg/releases.atom
Azure-Samples/spring-data-jdbc-on-azure,samples,master,https://github.com/Azure-Samples/spring-data-jdbc-on-azure/commits/master.atom,https://github.com/Azure-Samples/spring-data-jdbc-on-azure/releases.atom
Azure-Samples/resource-manager-node-resources-and-groups,samples,master,https://github.com/Azure-Samples/resource-manager-node-resources-and-groups/commits/master.atom,https://github.com/Azure-Samples/resource-manager-node-resources-and-groups/releases.atom
Azure-Samples/resource-manager-node-template-deployment,samples,master,https://github.com/Azure-Samples/resource-manager-node-template-deployment/commits/master.atom,https://github.com/Azure-Samples/resource-manager-node-template-deployment/releases.atom
Azure-Samples/resources-node-manage-resources-with-msi,samples,master,https://github.com/Azure-Samples/resources-node-manage-resources-with-msi/commits/master.atom,https://github.com/Azure-Samples/resources-node-manage-resources-with-msi/releases.atom
Azure-Samples/storage-node-resource-provider-getting-started,samples,master,https://github.com/Azure-Samples/storage-node-resource-provider-getting-started/commits/master.atom,https://github.com/Azure-Samples/storage-node-resource-provider-getting-started/releases.atom
Azure-Samples/azure-cosmos-db-gremlin-dotnet-multi-master,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-gremlin-dotnet-multi-master/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-gremlin-dotnet-multi-master/releases.atom
Azure-Samples/DataPrep.Net,samples,master,https://github.com/Azure-Samples/DataPrep.Net/commits/master.atom,https://github.com/Azure-Samples/DataPrep.Net/releases.atom
Azure-Samples/virtual-machines-python-scheduled-events-central-logging,samples,master,https://github.com/Azure-Samples/virtual-machines-python-scheduled-events-central-logging/commits/master.atom,https://github.com/Azure-Samples/virtual-machines-python-scheduled-events-central-logging/releases.atom
Azure-Samples/app-service-azure-cosmosdb-mongodb,samples,master,https://github.com/Azure-Samples/app-service-azure-cosmosdb-mongodb/commits/master.atom,https://github.com/Azure-Samples/app-service-azure-cosmosdb-mongodb/releases.atom
Azure-Samples/azure-cosmos-db-mongodb-golang-getting-started,samples,master,https://github.com/Azure-Samples/azure-cosmos-db-mongodb-golang-getting-started/commits/master.atom,https://github.com/Azure-Samples/azure-cosmos-db-mongodb-golang-getting-started/releases.atom
microsoft/cordova-samples,samples,master,https://github.com/microsoft/cordova-samples/commits/master.atom,https://github.com/microsoft/cordova-samples/releases.atom
microsoft/ax-2012-doc-tools,docs,master,https://github.com/microsoft/ax-2012-doc-tools/commits/master.atom,https://github.com/microsoft/ax-2012-doc-tools/releases.atom
Azure-Samples/virtual-machines-powershell-create,samples,master,https://github.com/Azure-Samples/virtual-machines-powershell-create/commits/master.atom,https://github.com/Azure-Samples/virtual-machines-powershell-create/releases.atom
Azure-Samples/azure-springaop-appconfig,samples,master,https://github.com/Azure-Samples/azure-springaop-appconfig/commits/master.atom,https://github.com/Azure-Samples/azure-springaop-appconfig/releases.atom
Azure-Samples/Cognitive-Services-Using-With-MSI,samples,master,https://github.com/Azure-Samples/Cognitive-Services-Using-With-MSI/commits/master.atom,https://github.com/Azure-Samples/Cognitive-Services-Using-With-MSI/releases.atom
